text,primary_emotion,intensity,emoji_1,emoji_2,emoji_3,source,created_at,confidence,augmentation_type
khủng khiếp khủng!,disgust,5,😱,🤢,😖,augmented,2026-01-09T05:27:58.572092,0.95,synonym
dễ sợ khủng!,disgust,5,😱,🤢,😖,augmented,2026-01-09T05:27:58.572092,0.95,synonym
khủng khiếp khủng!,disgust,5,😱,🤢,😖,augmented,2026-01-09T05:27:58.572092,0.95,synonym
dễ sợ khủng!,disgust,5,😱,🤢,😖,augmented,2026-01-09T05:27:58.572092,0.95,synonym
ghê khủng!,disgust,5,😱,🤢,😖,augmented,2026-01-09T05:27:58.572092,0.95,synonym
khủng khiếp khủng!,disgust,5,😱,🤢,😖,augmented,2026-01-09T05:27:58.572092,0.95,synonym
ghê khủng!,disgust,5,😱,🤢,😖,augmented,2026-01-09T05:27:58.572092,0.95,synonym
dễ sợ khủng!,disgust,5,😱,🤢,😖,augmented,2026-01-09T05:27:58.572092,0.95,synonym
Cậu làm tốt lắm!,trust,4,👏,💪,👍,manual,2026-01-09T05:27:58.572093,1.0,original
Cậu rất làm tốt lắm!,trust,5,👏,💪,👍,augmented,2026-01-09T05:27:58.572093,0.9,intensity
Tuyệt vời lắm!,trust,5,💯,✨,👍,manual,2026-01-09T05:27:58.572095,1.0,original
Phấn khởi quá!,anticipation,5,🤩,😆,🎉,manual,2026-01-09T05:27:58.572097,1.0,original
Sắp tới rồi!,anticipation,4,⏰,🤞,✨,manual,2026-01-09T05:27:58.572098,1.0,original
Sắp rất tới rồi!,anticipation,5,⏰,🤞,✨,augmented,2026-01-09T05:27:58.572098,0.9,intensity
